athleteId,name,gender,birthDate,nodeId,nationality,profileImage
1,Lara Prašnikar,Female,1998-08-08,1,Slovenia,https://en.wikipedia.org/wiki/Lara_Pra%C5%A1nikar#/media/File:Lara_Pra%C5%A1nikar.png
